Size,Amount(in rupees),location,Floor,Transaction,Furnishing,Bathroom,Balcony
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
2,56,27,2,2,3,2,1
3,140,27,2,2,2,3,2
3,158,27,1,1,3,3,1
2,69,27,5,2,1,2,1
2,68.1,27,2,1,3,2,2
2,60,27,4,2,2,2,0
2,47,27,1,2,3,2,1
3,240,27,16,1,3,3,1
4,398,27,3,1,2,4,1
3,630,27,12,2,1,4,2
2,40,27,5,2,3,2,2
4,398,27,1,1,2,4,1
3,120,27,1,2,2,3,0
2,70,27,5,2,2,2,0
3,81,27,3,2,3,3,1
3,107,27,4,2,2,3,2
3,90,27,3,2,3,3,1
3,93,27,0,1,3,3,0
3,60,27,10,2,3,2,2
2,67.9,27,2,2,3,2,0
3,113.99999999999999,27,4,2,2,3,0
3,576,27,0,1,3,3,0
3,47.8,27,3,1,3,2,1
2,35,27,2,2,3,2,1
4,398,27,2,1,2,4,1
2,55,27,1,2,3,2,0
